Occupancy,DmgFnId,Source,Description,ft04m,ft03m,ft02m,ft01m,ft00,ft01,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24,Comment,ft00_5,ft01_5,ft02_5,ft03_5,ft04_5,ft05_5,ft06_5,ft07_5,ft08_5,ft09_5,ft10_5,ft11_5,ft12_5,ft13_5,Source_Table,Occupy_Class,Cover_Class
COM1,277,USACE - New Orleans,"Bakery, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,278,USACE - New Orleans,"Bakery, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,279,USACE - New Orleans,"Bakery, structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,280,USACE - New Orleans,"Bakery, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,281,USACE - New Orleans,"Candy Store, structure, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,282,USACE - New Orleans,"Candy Store, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,283,USACE - New Orleans,"Candy Store, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,284,USACE - New Orleans,"Candy Store, structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,285,USACE - New Orleans,"Candy Store, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,286,USACE - New Orleans,"Clothing Store, structure, salt water, long duration",0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,287,USACE - New Orleans,"Clothing Store, structure, salt water, short duration",0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,288,USACE - New Orleans,"Clothing Store, structure, fresh water, long duration",0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,289,USACE - New Orleans,"Clothing Store, structure, fresh water, short duration",0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,290,USACE - New Orleans,"Clothing Store, structure, composite water & duration",0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,291,USACE - New Orleans,"Convenience Store, structure, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,292,USACE - New Orleans,"Convenience Store, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,293,USACE - New Orleans,"Convenience Store, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,294,USACE - New Orleans,"Convenience Store, structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,295,USACE - New Orleans,"Convenience Store, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,296,USACE - New Orleans,"Department Store, structure, salt water, long duration",0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,297,USACE - New Orleans,"Department Store, structure, salt water, short duration",0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,298,USACE - New Orleans,"Department Store, structure, fresh water, long duration",0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,299,USACE - New Orleans,"Department Store, structure, fresh water, short duration",0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM1,148,USACE - Galveston,"Remnant Shop, contents (Inventory)",0,0,0,0,0,0,20,40,60,80,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,149,USACE - Galveston,"Service Station, contents (Equipment)",0,0,0,0,0,6,39,59,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,150,USACE - Galveston,"Service Station, contents (Inventory)",0,0,0,0,0,25,42,62,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,151,USACE - Galveston,"Shoe Repair, contents (Equipment)",0,0,0,0,0,10,20,28,38,41,44,47,47,47,47,47,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,152,USACE - Galveston,"Shoe Repair, contents (Inventory)",0,0,0,0,0,10,23,35,48,60,74,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,153,USACE - Galveston,"Toy Store, contents (Inventory)",0,0,0,0,10,20,40,70,85,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,154,USACE - Galveston,"Tractor Sales, contents (Equipment)",0,0,0,0,0,2,4,18,28,36,44,48,52,56,60,65,70,74,79,84,88,93,97,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,30,USACE - Galveston,"Trailer Sales, Inventory",0,0,0,0,0,18,37,60,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,31,USACE - Galveston,"Trophy Shop, Inventory",0,0,0,0,0,1,5,12,31,66,82,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,157,USACE - Galveston,"Trophy Shop, contents (Equipment)",0,0,0,0,0,23,35,38,56,60,60,60,60,60,61,62,64,66,68,71,76,84,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,158,USACE - Galveston,"Trophy Shop, contents (Inventory)",0,0,0,0,0,1,5,12,31,66,82,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,159,USACE - Galveston,"Upholstery Shop, contents (Equipment)",0,0,0,0,0,10,10,10,10,10,30,35,40,45,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,160,USACE - Galveston,"Upholstery Shop, contents (Inventory)",0,0,0,0,0,25,30,40,45,50,53,56,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,161,USACE - Galveston,"Used Appliances/Cloth, contents (Equipment)",0,0,0,0,0,20,40,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,162,USACE - Galveston,"Used Appliances/Cloth, contents (Inventory)",0,0,0,0,0,25,35,40,50,60,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,163,USACE - Galveston,"Used Furniture, contents (Equipment)",0,0,0,0,0,0,0,0,20,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,1,USACE - Galveston,"Average Retail Trade, Inventory",0,0,0,0,4,31,49,65,76,85,90,92,93,94,95,95,96,97,97,97,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,2,USACE - Galveston,"Appliance Sales, Inventory",0,0,0,0,0,83,91,94,95,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,3,USACE - Galveston,"Bait Stand, Inventory",0,0,0,0,0,3,7,11,16,22,29,36,44,52,60,69,79,88,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,4,USACE - Galveston,"Book Store, Inventory",0,0,0,0,0,7,14,21,27,35,42,49,57,65,73,82,92,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,5,USACE - Galveston,"Camera Store, Inventory",0,0,0,0,0,18,33,65,88,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,6,USACE - Galveston,"Carpet and Paint Shop, Inventory",0,0,0,0,0,20,40,60,80,95,97,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,7,USACE - Galveston,Crafts - Inventory,0,0,0,0,0,20,30,50,70,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,8,USACE - Galveston,"Chain Drug Store, Inventory",0,0,0,0,0,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,9,USACE - Galveston,"Fabric Store, Inventory",0,0,0,0,0,15,30,50,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,10,USACE - Galveston,"Feed Store, Inventory",0,0,0,0,0,0,0,0,15,15,15,15,25,25,25,25,50,50,50,50,75,75,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,11,USACE - Galveston,"Florist, Inventory",0,0,0,0,0,50,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,12,USACE - Galveston,"Fruit Stand, Inventory",0,0,0,0,0,45,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,13,USACE - Galveston,"Gift Shop, Inventory",0,0,0,0,0,54,63,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,137,USACE - Galveston,"Motorcycle Dealer, contents (Equipment)",0,0,0,0,0,30,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,138,USACE - Galveston,"Motorcycle Dealer, contents (Inventory)",0,0,0,0,0,25,45,65,85,85,85,85,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,139,USACE - Galveston,"Music Center, contents (Equipment)",0,0,0,0,0,40,52,72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,140,USACE - Galveston,"Music Center, contents (Inventory)",0,0,0,0,0,66,72,75,80,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,141,USACE - Galveston,"Plant Nursery, contents (Equipment)",0,0,0,0,0,4,4,8,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,142,USACE - Galveston,"Plant Nursery, contents (Inventory)",0,0,0,0,0,5,20,79,88,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,143,USACE - Galveston,"Paint Store, contents (Equipment)",0,0,0,0,0,0,20,25,30,35,40,45,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,144,USACE - Galveston,"Paint Store, contents (Inventory)",0,0,0,0,0,0,20,40,60,70,73,76,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,145,USACE - Galveston,"Pawn Shop, contents (Equipment)",0,0,0,0,0,0,0,0,0,40,60,70,70,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,146,USACE - Galveston,"Pawn Shop, contents (Inventory)",0,0,0,0,0,20,40,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,147,USACE - Galveston,"Remnant Shop, contents (Equipment)",0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,188,USACE - New Orleans,"Home Repair Store, contents, fresh water, short duration",0,0,0,0,0,17,45,60,65,86,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,189,USACE - New Orleans,"Liquor Store, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,190,USACE - New Orleans,"Liquor Store, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,191,USACE - New Orleans,"Shoe Store, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,192,USACE - New Orleans,"Shoe Store, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,193,USACE - New Orleans,"Wine Store, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,194,USACE - New Orleans,"Wine Store, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,168,USACE - Galveston,"Video Games, contents (Inventory)",0,0,0,0,0,25,50,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,169,USACE - New Orleans,"Bakery, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,32,USACE - Galveston,"Upholstery Shop, Inventory",0,0,0,0,0,25,30,40,45,50,53,56,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,33,USACE - Galveston,"Used Appliances/Cloth, Inventory",0,0,0,0,0,25,35,40,50,60,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,34,USACE - Galveston,"Used Furniture, Inventory",0,0,0,0,0,0,10,30,45,65,80,80,85,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,35,USACE - Galveston,"Vacuum Cleaner Sales, Inventory",0,0,0,0,0,70,80,90,95,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,36,USACE - Galveston,"Video Games, Inventory",0,0,0,0,0,25,50,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,37,USACE - Galveston,"Medium Grocery, Inventory",0,0,0,0,4,22,44,74,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,38,USACE - Galveston,"Mens Clothing, Inventory",0,0,0,0,6,37,50,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,164,USACE - Galveston,"Used Furniture, contents (Inventory)",0,0,0,0,0,0,10,30,45,65,80,80,85,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,165,USACE - Galveston,"Vacuum Cleaner Sales, contents (Equipment)",0,0,0,0,0,0,20,25,30,35,40,40,40,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,166,USACE - Galveston,"Vacuum Cleaner Sales, contents (Inventory)",0,0,0,0,0,70,80,90,95,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,167,USACE - Galveston,"Video Games, contents (Equipment)",0,0,0,0,0,5,10,20,30,45,60,60,60,60,60,60,60,60,60,75,75,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,181,USACE - New Orleans,"Gas Stations, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,182,USACE - New Orleans,"Gas Stations, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,170,USACE - New Orleans,"Bakery, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,171,USACE - New Orleans,"Candy Store, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,172,USACE - New Orleans,"Candy Store, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,173,USACE - New Orleans,"Clothing Store, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,174,USACE - New Orleans,"Clothing Store, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,175,USACE - New Orleans,"Convenience Store, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,176,USACE - New Orleans,"Convenience Store, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,177,USACE - New Orleans,"Department Store, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,178,USACE - New Orleans,"Department Store, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,179,USACE - New Orleans,"Furniture Store, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,180,USACE - New Orleans,"Furniture Store, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,29,USACE - Galveston,"Tractor Sales, Inventory",0,0,0,0,0,6,17,29,44,59,70,77,81,84,88,92,95,99,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,43,USACE - Galveston,"Large Auto Dealer, Inventory",0,0,0,0,20,50,90,95,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,183,USACE - New Orleans,"Large Grocery, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,184,USACE - New Orleans,"Large Grocery, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,185,USACE - New Orleans,"Neighborhood Grocery, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,186,USACE - New Orleans,"Neighborhood Grocery, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,187,USACE - New Orleans,"Home Repair Store, contents, salt water, long duration",0,0,0,0,0,88,88,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM1,23,USACE - Galveston,"Plant Nursery, Inventory",0,0,0,0,0,5,20,79,88,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,24,USACE - Galveston,"Paint Store, Inventory",0,0,0,0,0,0,20,40,60,70,73,76,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,25,USACE - Galveston,"Pawn Shop, Inventory",0,0,0,0,0,20,40,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,26,USACE - Galveston,"Remnant Shop, Inventory",0,0,0,0,0,0,20,40,60,80,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,27,USACE - Galveston,"Service Station, Inventory",0,0,0,0,0,25,42,62,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,28,USACE - Galveston,"Shoe Repair, Inventory",0,0,0,0,0,10,23,35,48,60,74,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
COM1,42,USACE - Galveston,"Antique, Inventory",0,0,0,0,20,75,78,85,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgInvDmgFn,COM,Inv
